idJugador,idPartido,puntos,asistencias,tapones,rebotes,robos,porcentajeTirosLibres,porcentajeTirosCampo,porcentajeTriples
1628976,22000864,11,1,0,10,1,0.0,0.7140000000000001,1.0
203914,22000864,16,3,0,1,0,0.667,0.5,1.0
1630175,22000864,16,9,2,4,1,1.0,0.357,0.1669999999999999
1629606,22000864,5,1,1,0,0,0.0,0.5,0.3329999999999999
1630181,22000864,7,6,0,3,0,1.0,0.286,0.0
1629962,22000864,0,1,0,2,1,0.0,0.0,0.0
1626184,22000864,8,1,0,0,0,0.0,0.75,0.667
1628964,22000864,11,2,1,9,0,0.0,0.556,0.3329999999999999
1629743,22000864,0,0,0,0,0,0.0,0.0,0.0
203082,22000864,0,0,0,0,0,0.0,0.0,0.0
1630197,22000865,8,5,6,7,0,0.0,0.286,0.0
1629647,22000865,16,1,1,8,0,0.5,0.4,0.6
1629650,22000865,0,0,0,4,0,0.0,0.0,0.0
1630177,22000865,9,2,0,4,0,1.0,0.6,0.0
1629652,22000865,29,2,0,4,1,0.75,0.6,0.625
1629676,22000865,11,3,1,8,1,1.0,0.667,1.0
1629660,22000865,9,6,0,2,2,0.0,0.3,0.6
1629026,22000865,12,2,0,2,2,1.0,0.8,1.0
1629004,22000865,4,1,0,4,0,0.0,0.3329999999999999,0.0
1628396,22000865,8,0,0,3,0,1.0,0.667,0.0
1629658,22000865,0,0,0,0,0,0.0,0.0,0.0
1629620,22000865,0,0,0,0,0,0.0,0.0,0.0
1629018,22000865,23,1,1,5,5,0.0,0.36,0.5
1628449,22000865,31,2,1,12,1,0.7140000000000001,0.625,0.667
203920,22000865,7,3,1,6,1,1.0,0.222,1.0
1628778,22000865,0,5,0,4,0,0.0,0.0,0.0
1630201,22000865,15,5,0,7,0,0.0,0.429,0.6
1629139,22000865,10,4,0,4,0,0.75,0.5,0.5
1627761,22000865,2,1,0,4,0,1.0,0.0,0.0
1630273,22000865,10,1,1,2,0,1.0,1.0,0.0
203918,22000865,2,0,1,0,0,1.0,0.0,0.0
1626169,22000865,12,1,0,3,2,1.0,0.3329999999999999,0.2
203382,22000865,0,0,0,0,0,0.0,0.0,0.0
1630223,22000865,0,0,0,0,0,0.0,0.0,0.0
203084,22000866,24,1,0,5,1,1.0,0.643,0.625
203090,22000866,8,0,2,6,2,1.0,0.25,0.0
202355,22000866,12,0,0,10,1,0.667,0.417,0.0
1627741,22000866,2,1,1,3,2,0.0,0.2,0.0
1628368,22000866,30,12,0,4,2,0.857,0.5710000000000001,0.0
1630169,22000866,3,2,0,1,0,0.75,0.0,0.0
1629002,22000866,6,0,0,4,1,0.0,0.375,0.0
1629735,22000866,0,0,0,1,0,0.0,0.0,0.0
1629056,22000866,23,3,0,3,0,0.0,0.75,1.0
1626153,22000866,13,3,0,5,2,1.0,0.5,0.5
1629713,22000866,0,0,0,0,0,0.0,0.0,0.0
1627745,22000866,0,0,0,0,0,0.0,0.0,0.0
1630186,22000866,0,0,0,0,0,0.0,0.0,0.0
1627827,22000866,22,1,1,4,0,0.0,0.727,0.75
1628467,22000866,0,0,1,3,0,0.0,0.0,0.0
204001,22000866,9,3,0,11,0,1.0,0.214,0.143
1626196,22000866,7,1,0,2,0,0.0,0.3329999999999999,0.2
1629029,22000866,37,4,3,8,1,0.5,0.519,0.308
203501,22000866,8,0,1,3,0,1.0,0.2,0.25
1628973,22000866,20,4,0,4,1,0.5,0.8,0.667
1626161,22000866,4,0,0,3,0,1.0,1.0,0.0
200755,22000866,0,0,0,0,0,0.0,0.0,0.0
203939,22000866,0,2,2,4,1,0.0,0.0,0.0
1629740,22000866,0,0,0,0,0,0.0,0.0,0.0
203504,22000866,0,0,0,0,0,0.0,0.0,0.0
1630182,22000866,0,0,0,0,0,0.0,0.0,0.0
1630207,22000866,0,0,0,0,0,0.0,0.0,0.0
1626246,22000866,0,0,0,0,0,0.0,0.0,0.0
1629006,22000867,8,1,1,1,1,0.0,0.5,0.4
1630183,22000867,11,1,1,1,1,0.0,0.667,0.6
1626157,22000867,16,5,0,6,0,1.0,0.3329999999999999,0.1669999999999999
1630162,22000867,23,3,0,6,0,0.857,0.375,0.455
201937,22000867,6,5,0,2,1,0.5,0.3329999999999999,0.3329999999999999
1626156,22000867,11,4,1,1,1,0.0,0.385,0.2
1629162,22000867,9,5,0,2,2,0.0,0.429,0.6
1629020,22000867,1,0,3,5,0,0.5,0.0,0.0
1627823,22000867,2,0,0,2,0,0.0,0.2,0.0
1629675,22000867,13,0,1,7,0,0.667,0.5,0.5
202334,22000867,1,0,0,4,0,0.5,0.0,0.0
1627774,22000867,2,1,0,0,0,0.0,1.0,0.0
1629633,22000867,2,2,0,0,0,0.0,1.0,0.0
202695,22000867,15,8,1,11,0,1.0,0.545,0.3329999999999999
202694,22000867,19,0,0,6,1,0.0,0.583,0.7140000000000001
1627826,22000867,13,1,1,6,0,0.75,0.7140000000000001,0.0
202331,22000867,23,5,1,7,2,0.5,0.529,0.444
202704,22000867,13,4,0,3,1,1.0,0.444,0.6
200765,22000867,2,4,0,0,1,0.0,0.3329999999999999,0.0
1629611,22000867,8,3,0,3,0,1.0,0.286,0.667
202335,22000867,3,1,0,4,1,0.0,0.5,0.5
1628379,22000867,13,1,0,2,0,0.0,0.556,0.5
202326,22000867,4,3,0,1,0,0.0,0.4,0.0
1629599,22000867,1,1,0,1,0,0.5,0.0,0.0
1630187,22000867,7,0,0,3,0,0.75,1.0,0.0
1630238,22000867,3,0,0,1,0,0.0,0.5,1.0
202711,22000855,19,2,0,3,2,1.0,0.3329999999999999,0.375
1626220,22000855,14,4,0,8,0,0.0,0.429,0.2
101141,22000855,20,0,2,5,4,0.0,0.636,0.75
204060,22000855,20,14,0,3,3,1.0,0.429,0.5
203903,22000855,27,4,0,5,1,0.0,0.407,0.3329999999999999
1630235,22000855,0,2,0,1,0,0.0,0.0,0.0
1627777,22000855,9,2,0,5,0,0.0,0.3329999999999999,0.2
1629752,22000855,6,2,0,5,0,0.0,0.75,0.0
1629744,22000855,0,0,0,1,0,0.0,0.0,0.0
1629714,22000855,0,1,1,0,0,0.0,0.0,0.0
1629671,22000855,0,0,0,1,0,0.0,0.0,0.0
1630190,22000855,0,0,0,0,0,0.0,0.0,0.0
1628398,22000855,13,6,1,6,2,0.75,0.667,1.0
202693,22000855,10,3,1,12,0,0.0,0.3329999999999999,0.25
203083,22000855,27,3,1,8,2,0.875,0.667,0.0
203484,22000855,25,2,1,5,2,1.0,0.444,0.417
203471,22000855,25,8,2,6,1,1.0,0.4579999999999999,0.1669999999999999
1627936,22000855,4,1,0,1,1,0.0,1.0,0.0
1629659,22000855,8,1,0,5,0,0.667,0.6,0.0
1626149,22000855,12,2,0,7,0,1.0,0.7140000000000001,0.0
202083,22000855,0,0,0,0,0,0.0,0.0,0.0
203463,22000855,3,0,2,2,0,0.0,0.3329999999999999,0.3329999999999999
1628961,22000855,0,0,0,0,0,0.0,0.0,0.0
1629719,22000855,0,0,0,0,0,0.0,0.0,0.0
201188,22000855,0,0,0,0,0,0.0,0.0,0.0
1628035,22000855,0,0,0,0,0,0.0,0.0,0.0
203924,22000856,14,4,2,1,1,1.0,0.286,0.0
1630180,22000856,4,0,0,7,1,1.0,0.143,0.0
203486,22000856,2,2,1,7,0,0.0,0.25,0.0
202709,22000856,8,3,0,3,3,0.5,0.3329999999999999,0.3329999999999999
1628367,22000856,17,2,1,2,0,0.75,0.462,0.4
1630191,22000856,19,1,2,12,0,0.667,0.636,1.0
201961,22000856,6,1,0,4,0,0.0,0.5,0.5
1628402,22000856,19,1,0,2,0,0.0,0.615,0.5
1629076,22000856,5,0,0,4,0,1.0,1.0,0.0
1630240,22000856,4,4,0,3,2,0.0,0.5,0.0
1626143,22000856,0,1,0,0,0,0.0,0.0,0.0
1629686,22000856,2,0,0,0,0,0.0,0.5,0.0
1628977,22000856,0,0,0,0,0,0.0,0.0,0.0
1630166,22000856,3,2,1,5,2,0.0,1.0,1.0
1629060,22000856,6,0,1,2,1,0.5,0.286,1.0
203458,22000856,8,0,0,0,0,0.0,1.0,0.0
203078,22000856,37,3,0,3,2,0.875,0.591,0.667
201566,22000856,15,11,0,14,2,0.3329999999999999,0.412,0.0
202397,22000856,16,5,0,3,0,1.0,0.75,1.0
1629726,22000856,0,0,0,1,0,0.0,0.0,0.0
1629655,22000856,8,0,4,8,0,0.0,0.5710000000000001,0.0
1629067,22000856,0,0,0,0,0,0.0,0.0,0.0
201577,22000856,15,3,0,5,0,1.0,0.7,0.0
203526,22000856,5,1,0,4,2,0.0,0.25,0.25
1628395,22000856,4,0,0,3,2,0.0,0.5,0.0
1630216,22000856,4,0,0,0,0,0.0,0.667,0.0
1630264,22000856,0,0,0,0,0,0.0,0.0,0.0
1628990,22000856,0,0,0,0,0,0.0,0.0,0.0
1630171,22000857,13,1,0,1,1,1.0,0.7140000000000001,0.5
201567,22000857,14,0,0,11,1,0.0,0.4,0.2
1628386,22000857,10,2,0,11,0,1.0,0.444,0.0
1629012,22000857,22,2,1,5,0,0.75,0.4,0.5
1629636,22000857,22,12,0,2,1,0.0,0.429,0.5
1626204,22000857,7,6,0,4,1,0.0,0.75,0.5
203521,22000857,0,2,0,2,0,0.0,0.0,0.0
1627752,22000857,4,1,0,2,0,0.0,0.4,0.0
1628392,22000857,4,1,0,6,2,0.0,0.5,0.0
1629662,22000857,0,0,0,0,0,0.0,0.0,0.0
1626224,22000857,0,0,0,0,0,0.0,0.0,0.0
1630205,22000857,0,0,0,0,0,0.0,0.0,0.0
1630271,22000857,0,0,0,0,0,0.0,0.0,0.0
1629731,22000857,0,0,0,0,0,0.0,0.0,0.0
1630172,22000857,12,3,1,4,1,1.0,0.833,1.0
1628464,22000857,8,1,0,3,1,0.0,0.375,0.3329999999999999
202696,22000857,25,5,0,7,2,1.0,0.588,0.6
202066,22000857,8,3,0,3,0,0.0,0.5,0.4
1629632,22000857,8,9,0,3,1,0.75,0.2,0.1669999999999999
1628972,22000857,4,0,0,5,0,0.0,0.667,0.0
1628374,22000857,16,0,0,6,1,1.0,0.5,0.5
201152,22000857,5,4,0,5,0,0.0,0.286,0.5
1627756,22000857,13,2,1,2,0,1.0,0.5,0.286
203107,22000857,7,3,0,0,0,0.0,1.0,1.0
202329,22000857,0,0,0,0,0,0.0,0.0,0.0
1627853,22000857,0,0,0,0,0,0.0,0.0,0.0
1629653,22000857,0,0,0,0,0,0.0,0.0,0.0
1626245,22000857,0,0,0,0,0,0.0,0.0,0.0
1629750,22000857,0,0,0,0,0,0.0,0.0,0.0
203952,22000858,22,0,1,2,1,0.8,0.5329999999999999,0.4
203110,22000858,5,10,1,5,1,0.0,0.3329999999999999,0.5
1626172,22000858,4,2,0,9,0,0.0,0.5,0.0
203145,22000858,16,0,0,4,1,0.5,0.5,0.4
201939,22000858,47,3,0,7,0,0.75,0.556,0.579
1629308,22000858,4,4,0,6,1,0.0,0.667,0.0
1627814,22000858,2,1,0,3,1,0.0,1.0,0.0
1629673,22000858,12,2,0,2,0,1.0,0.4,0.1669999999999999
1627780,22000858,2,0,0,2,1,0.0,0.5,0.0
1630185,22000858,0,0,0,0,0,0.0,0.0,0.0
1628539,22000858,0,0,0,0,0,0.0,0.0,0.0
1626162,22000858,0,0,0,0,0,0.0,0.0,0.0
1629346,22000858,0,0,0,0,0,0.0,0.0,0.0
1628369,22000858,44,3,0,10,2,0.875,0.64,0.556
1628400,22000858,2,1,0,2,1,0.0,0.25,0.0
202684,22000858,2,2,1,6,2,0.0,0.3329999999999999,0.0
203935,22000858,16,6,0,9,2,0.75,0.3329999999999999,0.273
202689,22000858,26,3,0,8,2,0.8,0.45,0.364
1629684,22000858,4,1,0,2,0,0.0,0.25,0.0
203953,22000858,11,0,0,4,0,0.5,0.833,0.0
1629641,22000858,0,1,0,0,0,0.0,0.0,0.0
1628436,22000858,3,0,0,1,0,1.0,0.3329999999999999,0.0
1630202,22000858,11,1,1,3,0,0.0,0.444,0.5
1629035,22000858,0,0,0,0,0,0.0,0.0,0.0
1629605,22000858,0,0,0,0,0,0.0,0.0,0.0
1630174,22000858,0,0,0,0,0,0.0,0.0,0.0
1629682,22000858,0,0,0,0,0,0.0,0.0,0.0
1628415,22000859,21,4,0,6,2,1.0,0.6,0.0
203937,22000859,8,8,1,8,1,1.0,0.429,0.0
202685,22000859,17,2,1,8,0,1.0,0.7,0.0
1628960,22000859,26,1,0,4,2,0.5,0.6920000000000001,0.7
1629630,22000859,13,6,0,6,0,0.0,0.313,0.3329999999999999
1630217,22000859,16,6,0,4,0,1.0,0.6,0.6
1626145,22000859,8,1,0,1,2,1.0,0.3329999999999999,0.2
1630214,22000859,15,2,0,2,0,0.0,0.7,1.0
1629681,22000859,2,0,1,2,0,0.0,1.0,0.0
1629723,22000859,2,1,0,2,3,0.0,0.5,0.0
1629007,22000859,0,0,0,0,0,0.0,0.0,0.0
204025,22000859,0,0,0,0,0,0.0,0.0,0.0
1630253,22000859,0,0,0,0,0,0.0,0.0,0.0
203114,22000859,16,10,0,5,2,0.75,0.385,0.5
203507,22000859,28,8,0,11,0,0.667,0.556,0.0
201572,22000859,17,0,1,3,0,1.0,0.385,0.444
1627854,22000859,19,1,0,6,0,1.0,0.5379999999999999,0.3329999999999999
201950,22000859,17,7,0,4,2,1.0,0.455,0.6
1626192,22000859,7,0,0,4,1,0.0,0.3329999999999999,0.143
200782,22000859,5,0,0,6,1,0.0,0.3329999999999999,0.3329999999999999
1626171,22000859,6,0,0,1,0,0.5,0.4,0.3329999999999999
201952,22000859,0,1,0,3,0,0.0,0.0,0.0
203648,22000859,0,0,0,2,1,0.0,0.0,0.0
1629066,22000859,0,0,0,0,0,0.0,0.0,0.0
1630241,22000859,0,0,0,0,0,0.0,0.0,0.0
1629670,22000859,0,0,0,0,0,0.0,0.0,0.0
1629603,22000859,0,0,0,0,0,0.0,0.0,0.0
1629640,22000860,17,1,0,1,1,0.667,0.636,1.0
1629677,22000860,0,1,2,0,1,0.0,0.0,0.0
1629234,22000860,13,2,1,13,2,0.5,1.0,0.0
1628401,22000860,12,6,0,2,0,1.0,0.308,0.429
1627749,22000860,14,3,1,7,1,0.5,0.667,1.0
1630170,22000860,18,2,2,3,0,0.0,0.778,0.667
1629022,22000860,9,3,0,4,1,1.0,0.273,0.2
203476,22000860,5,3,1,10,0,1.0,0.667,0.0
200752,22000860,19,1,2,5,0,1.0,0.5710000000000001,0.4
1630200,22000860,2,0,0,1,2,0.0,0.25,0.0
1628966,22000860,0,1,0,0,2,0.0,0.0,0.0
1629683,22000860,2,0,0,0,0,0.0,1.0,0.0
201942,22000860,0,0,0,0,0,0.0,0.0,0.0
201988,22000860,0,0,0,0,0,0.0,0.0,0.0
1627751,22000860,0,0,0,0,0,0.0,0.0,0.0
1628969,22000860,7,0,0,4,2,0.0,0.5,0.3329999999999999
203109,22000860,2,1,1,4,0,0.0,0.3329999999999999,0.0
1629028,22000860,8,1,0,9,1,0.0,0.444,0.0
1626164,22000860,15,3,0,3,2,0.75,0.3329999999999999,0.0
101108,22000860,6,6,0,3,0,0.0,0.3,0.0
1626166,22000860,12,3,0,5,0,0.5,0.455,0.0
1629661,22000860,5,2,0,3,0,0.0,0.25,0.25
203967,22000860,2,2,0,2,0,1.0,0.0,0.0
1628470,22000860,7,0,0,5,0,0.0,0.429,0.25
1628975,22000860,17,0,0,2,1,0.0,0.636,0.429
1626163,22000860,0,1,0,3,0,0.0,0.0,0.0
1630234,22000860,2,0,1,2,0,0.0,0.5,0.0
1630188,22000860,2,0,0,3,1,0.0,0.5,0.0
204038,22000860,0,0,0,0,0,0.0,0.0,0.0
202734,22000860,0,0,0,0,0,0.0,0.0,0.0
1628410,22000844,4,1,0,2,3,1.0,0.25,0.0
203200,22000844,5,0,0,0,0,0.0,0.222,0.1669999999999999
1627734,22000844,22,7,1,15,1,1.0,0.368,0.25
1627747,22000844,24,2,1,7,2,1.0,0.417,0.3
1627763,22000844,16,4,0,6,0,0.0,0.368,0.286
203087,22000844,12,1,0,5,2,0.0,0.5,0.5
204456,22000844,4,8,0,3,3,0.0,0.5,0.0
1628988,22000844,7,0,0,1,1,1.0,0.222,0.3329999999999999
1629048,22000844,13,0,0,4,1,1.0,0.667,0.75
1629052,22000844,4,0,1,0,0,1.0,1.0,0.0
1628968,22000844,0,0,0,0,0,0.0,0.0,0.0
1629103,22000844,0,0,0,0,0,0.0,0.0,0.0
1630199,22000844,0,0,0,0,0,0.0,0.0,0.0
202711,22000844,24,1,0,3,1,1.0,0.563,0.3329999999999999
1626220,22000844,7,3,0,8,1,1.0,0.5,0.5
203497,22000844,13,1,4,23,1,0.25,0.857,0.0
1628378,22000844,22,2,1,4,0,1.0,0.467,0.429
201144,22000844,10,10,1,0,1,0.75,0.3329999999999999,0.3329999999999999
204060,22000844,11,3,0,6,0,0.0,0.5,0.429
101141,22000844,3,0,0,1,0,0.0,0.3329999999999999,0.5
203903,22000844,18,2,0,5,1,0.667,0.412,0.25
1627777,22000844,9,0,0,5,0,0.0,0.375,0.429
1629752,22000844,2,0,0,0,0,1.0,0.0,0.0
1629671,22000844,0,0,0,1,0,0.0,0.0,0.0
1629714,22000844,0,0,0,0,0,0.0,0.0,0.0
1630235,22000844,0,0,0,0,0,0.0,0.0,0.0
1630190,22000844,0,0,0,0,0,0.0,0.0,0.0
1629744,22000844,0,0,0,0,0,0.0,0.0,0.0
1629647,22000845,19,2,0,7,1,1.0,0.389,0.1
1629676,22000845,9,2,2,4,0,0.0,0.444,0.3329999999999999
1629650,22000845,12,0,2,8,0,0.667,0.556,0.0
1629652,22000845,26,2,1,6,3,0.625,0.45,0.375
1630177,22000845,8,2,0,8,3,0.5,0.214,0.111
1629660,22000845,9,3,0,2,0,1.0,0.375,0.25
1628396,22000845,11,1,2,7,2,1.0,0.667,0.0
1629004,22000845,9,0,1,3,1,0.5,0.444,0.0
1629026,22000845,0,4,0,6,2,0.0,0.0,0.0
1629658,22000845,1,3,0,5,1,0.5,0.0,0.0
203488,22000845,0,0,0,0,0,0.0,0.0,0.0
1629620,22000845,0,0,0,0,0,0.0,0.0,0.0
1630180,22000845,18,2,1,7,1,0.0,0.4,0.1669999999999999
1629635,22000845,8,3,0,1,1,0.5,0.3329999999999999,0.25
1630191,22000845,15,3,2,21,0,0.5,0.583,0.0
1628367,22000845,29,0,1,7,2,0.9,0.563,0.5
1630165,22000845,9,7,1,4,5,1.0,0.3,0.5
1628402,22000845,18,0,0,5,0,0.625,0.5,0.5
1630240,22000845,2,4,1,2,3,1.0,0.0,0.0
1626143,22000845,3,2,1,0,1,0.0,0.3329999999999999,0.5
1629076,22000845,8,0,0,6,0,0.5,0.429,0.0
1629686,22000845,0,1,0,1,0,0.0,0.0,0.0
1628977,22000845,0,0,0,0,0,0.0,0.0,0.0
201961,22000845,0,0,0,0,0,0.0,0.0,0.0
202331,22000846,37,6,2,9,1,0.7140000000000001,0.483,0.3329999999999999
202694,22000846,15,2,0,3,1,0.6,0.5,0.4
1627826,22000846,4,0,0,7,0,0.0,0.667,0.0
1628379,22000846,3,2,0,0,0,0.0,0.3329999999999999,0.5
202704,22000846,13,4,0,4,0,0.5,0.308,0.5710000000000001
1629611,22000846,0,0,0,6,1,0.0,0.0,0.0
201587,22000846,3,3,0,8,1,0.0,0.1669999999999999,0.3329999999999999
200765,22000846,10,8,0,4,0,0.0,0.5710000000000001,0.667
202326,22000846,0,1,0,2,1,0.0,0.0,0.0
202335,22000846,18,0,1,0,1,0.5,0.75,0.7140000000000001
1629599,22000846,0,0,0,0,0,0.0,0.0,0.0
1630238,22000846,0,0,0,0,0,0.0,0.0,0.0
1630187,22000846,0,0,0,0,0,0.0,0.0,0.0
201980,22000846,11,3,2,7,4,1.0,0.3,0.3329999999999999
203118,22000846,6,1,1,3,0,0.0,0.222,0.222
203954,22000846,36,1,0,14,1,0.889,0.5,0.0
1627788,22000846,18,4,0,3,3,1.0,0.4,0.417
1627732,22000846,12,6,2,9,2,0.4,0.556,0.0
1629003,22000846,9,2,0,2,1,0.5,0.429,0.5
1629680,22000846,5,0,1,3,2,0.0,0.5,0.3329999999999999
1630194,22000846,0,0,0,2,0,0.0,0.0,0.0
1630178,22000846,9,3,0,1,0,0.0,0.5710000000000001,0.5
201229,22000846,0,1,1,2,0,0.0,0.0,0.0
203552,22000846,0,0,0,0,0,0.0,0.0,0.0
1630198,22000846,0,0,0,0,0,0.0,0.0,0.0
1630222,22000846,0,0,0,0,0,0.0,0.0,0.0
1629730,22000846,0,0,0,0,0,0.0,0.0,0.0
1627742,22000847,34,5,0,7,4,1.0,0.444,0.444
1629627,22000847,21,0,1,6,1,0.5,0.5,0.0
203500,22000847,6,4,2,12,0,1.0,1.0,0.0
202339,22000847,8,1,1,5,1,1.0,0.3329999999999999,0.0
1628366,22000847,4,3,2,2,1,0.0,0.2,0.0
1630230,22000847,16,6,0,11,2,1.0,0.4,0.4
201949,22000847,11,3,0,2,0,0.5,0.556,0.0
1630184,22000847,4,2,0,0,1,1.0,0.1669999999999999,0.3329999999999999
1629637,22000847,3,1,0,1,0,0.75,0.0,0.0
1626195,22000847,8,1,1,10,1,0.0,0.444,0.0
1628411,22000847,0,0,0,0,0,0.0,0.0,0.0
1629117,22000847,0,0,0,0,0,0.0,0.0,0.0
203263,22000847,0,0,0,0,0,0.0,0.0,0.0
1630166,22000847,0,2,1,4,1,0.0,0.0,0.0
1629060,22000847,6,3,0,3,2,0.0,0.231,0.0
203458,22000847,8,0,2,5,0,0.0,0.8,0.0
203078,22000847,30,6,0,4,0,0.909,0.345,0.0
201566,22000847,36,9,0,15,0,0.636,0.542,0.5
202397,22000847,6,3,0,2,1,0.0,1.0,0.0
1629067,22000847,2,1,0,2,0,0.0,0.25,0.0
1629655,22000847,18,0,4,7,0,0.667,0.636,0.0
203526,22000847,6,0,0,4,1,1.0,1.0,0.0
201577,22000847,2,0,0,0,0,0.0,1.0,0.0
1629726,22000847,3,0,0,0,0,0.0,0.5,0.5
1628395,22000847,0,0,0,0,0,0.0,0.0,0.0
1630264,22000847,0,0,0,0,0,0.0,0.0,0.0
1628990,22000847,0,0,0,0,0,0.0,0.0,0.0
1630216,22000847,0,0,0,0,0,0.0,0.0,0.0
1629667,22000848,12,1,0,2,4,0.833,0.375,0.25
1628970,22000848,33,2,1,9,2,0.5,0.722,0.6
1630176,22000848,21,1,1,6,0,1.0,0.643,0.5
1628998,22000848,6,5,1,5,2,0.667,0.3329999999999999,0.0
1626179,22000848,27,10,0,6,1,0.5,0.5710000000000001,0.222
1628997,22000848,10,1,0,5,1,1.0,0.3,0.2
202687,22000848,1,2,0,3,1,0.5,0.0,0.0
202954,22000848,2,3,0,1,1,0.0,0.2,0.0
1630203,22000848,3,1,0,0,0,0.0,1.0,1.0
1630208,22000848,0,0,0,0,0,0.0,0.0,0.0
1629023,22000848,0,0,0,0,0,0.0,0.0,0.0
203469,22000848,0,0,0,0,0,0.0,0.0,0.0
201142,22000848,25,11,1,3,0,1.0,0.667,0.6
201145,22000848,10,5,1,2,0,1.0,0.364,0.5
201599,22000848,8,0,1,5,0,0.0,1.0,0.0
203925,22000848,26,1,0,2,3,1.0,0.667,0.667
202681,22000848,12,6,0,4,3,0.0,0.455,0.286
201933,22000848,10,3,1,5,2,0.75,0.6,1.0
1629013,22000848,20,1,0,0,1,0.0,0.5,0.545
1629651,22000848,0,2,1,9,2,0.0,0.0,0.0
1628971,22000848,9,6,0,4,1,1.0,0.5710000000000001,0.0
1627789,22000848,6,0,0,1,0,0.0,0.4,0.4
1629617,22000848,0,0,0,0,0,0.0,0.0,0.0
1628993,22000848,4,0,0,2,0,0.0,0.667,0.0
203516,22000849,6,0,0,4,1,0.75,0.1669999999999999,0.25
1629643,22000849,14,3,0,2,1,0.5,0.5,0.5
1628976,22000849,20,1,1,9,0,0.75,0.667,1.0
203914,22000849,7,4,1,1,2,0.875,0.0,0.0
1630175,22000849,19,5,0,7,0,0.8,0.5,0.6
203082,22000849,6,2,1,2,0,0.0,0.6,0.0
1630181,22000849,7,1,0,4,1,0.5,0.375,0.0
1626184,22000849,6,0,0,2,1,0.5,0.286,0.2
1629743,22000849,1,3,1,1,1,0.5,0.0,0.0
1628407,22000849,12,1,0,3,0,0.0,0.667,0.0
1629606,22000849,4,0,0,0,0,1.0,1.0,0.0
1629962,22000849,0,0,0,0,1,0.0,0.0,0.0
1628964,22000849,0,0,0,0,0,0.0,0.0,0.0
1628778,22000849,30,1,1,4,1,1.0,0.769,0.727
1628449,22000849,11,2,2,7,0,1.0,0.5,0.0
203920,22000849,7,0,3,6,1,0.5,0.429,0.0
1627832,22000849,6,6,2,1,1,0.0,0.273,0.0
1630201,22000849,6,8,0,3,1,0.0,0.25,0.0
203918,22000849,7,1,0,0,0,1.0,0.3329999999999999,0.3329999999999999
1627761,22000849,2,2,0,2,0,1.0,0.0,0.0
1629139,22000849,21,2,1,6,0,1.0,0.636,0.5
1630273,22000849,10,0,0,7,0,0.0,0.625,0.0
1626169,22000849,13,2,1,6,2,0.0,0.625,0.6
203382,22000849,0,0,0,0,0,0.0,0.0,0.0
1630223,22000849,0,0,0,0,0,0.0,0.0,0.0
1628415,22000850,32,2,0,2,1,0.8,0.632,0.5710000000000001
203937,22000850,6,7,2,11,1,1.0,0.25,0.0
202685,22000850,16,5,0,7,0,1.0,0.778,0.5
1628960,22000850,11,3,0,3,0,0.5,0.3329999999999999,0.429
1629630,22000850,15,5,0,7,0,0.667,0.455,0.3329999999999999
1630214,22000850,14,0,1,2,2,1.0,0.667,0.5
1630217,22000850,8,2,0,4,0,0.0,0.5,0.667
1626145,22000850,10,7,0,0,2,0.0,0.5710000000000001,0.667
1629723,22000850,8,0,0,3,1,1.0,0.75,0.0
1629681,22000850,6,2,1,3,2,0.0,0.286,0.3329999999999999
1630253,22000850,0,0,0,0,0,0.0,0.0,0.0
204025,22000850,0,0,0,0,0,0.0,0.0,0.0
1629007,22000850,0,0,0,0,0,0.0,0.0,0.0
1630172,22000850,6,1,0,6,1,0.0,0.375,0.0
1628464,22000850,7,3,0,3,0,0.3329999999999999,0.5,0.0
202696,22000850,24,6,0,14,0,0.75,0.409,0.429
202066,22000850,5,4,0,1,2,0.0,0.5,0.3329999999999999
1629632,22000850,27,7,0,5,0,1.0,0.471,0.5
1628972,22000850,11,0,0,1,0,1.0,1.0,0.0
1628374,22000850,3,4,0,5,0,0.0,0.143,0.1669999999999999
1627853,22000850,4,1,0,4,0,0.0,0.5,0.0
1627756,22000850,11,1,1,0,0,0.0,0.5710000000000001,0.5
201152,22000850,17,4,0,6,0,0.0,0.5329999999999999,1.0
1629653,22000850,0,2,0,1,0,0.0,0.0,0.0
1629750,22000850,0,1,0,0,0,0.0,0.0,0.0
1626245,22000850,0,0,0,0,0,0.0,0.0,0.0
202329,22000850,0,0,0,0,0,0.0,0.0,0.0
1629690,22000850,0,0,0,0,0,0.0,0.0,0.0
1629008,22000851,21,1,0,5,1,0.75,0.5379999999999999,0.5710000000000001
203932,22000851,8,2,0,2,1,1.0,0.5,0.0
203999,22000851,29,7,0,16,2,0.889,0.833,1.0
203115,22000851,12,2,0,1,1,0.833,0.3,0.1669999999999999
1628420,22000851,6,2,1,1,2,1.0,0.3329999999999999,0.0
1630267,22000851,7,3,0,2,1,0.5,0.4,0.5
1628408,22000851,11,2,0,4,0,0.0,0.357,0.1669999999999999
203210,22000851,13,1,0,7,1,1.0,0.75,0.0
200794,22000851,11,0,1,10,0,1.0,0.4,0.0
1630192,22000851,0,0,0,0,1,0.0,0.0,0.0
1629626,22000851,2,0,1,1,0,0.0,0.5,0.0
1628427,22000851,4,2,0,2,1,1.0,0.5,0.0
1630210,22000851,2,0,0,3,0,0.0,0.5,0.0
